license_number,entity_name,telephone_number,shl_endorsed,building,street,city,state,postcode,type_of_base,latitude,longitude,date,time,location
B03276,510 BLACK CAR CORP.,7184851455,No,2225,PITKIN AVENUE,BROOKLYN,NY,11207,BLACK CAR BASE,40.6729392,-73.8902085,12/04/2023,18:00:12,"(40.6729392, -73.8902085)"
B03147,H H CAR SERVICE INC,7187623333,No,35-27,FARRINGTON ST  FL 2,FLUSHING,NY,11354,BLACK CAR BASE,40.7636242,-73.8312199,12/04/2023,18:00:12,"(40.7636242, -73.8312199)"
B03240,ARECIBO EXPRESS INC.,7183992314,No,171,5 AVENUE,BROOKYN,NY,11217,BLACK CAR BASE,40.6773384,-73.9796498,12/04/2023,18:00:12,"(40.6773384, -73.9796498)"
B01118,INTERNATIONAL CAR SERVICE INC.,7182300808,No,623,WASHINGTON AVENUE,BROOKLYN,NY,11238,LIVERY BASE,40.678872,-73.96373,12/04/2023,18:00:12,"(40.678872, -73.96373)"
B02453,MCW CAR & LIMO INC.,7183870700,No,355,UNION AVENUE,BROOKLYN,NY,11211,BLACK CAR BASE,40.710955,-73.951135,12/04/2023,18:00:12,"(40.710955, -73.951135)"
B01626,LA NUEVA QUISQUEYA C/S INC,7182061616,No,87-38,148 STREET,JAMAICA,NY,11435,LIVERY BASE,40.706245,-73.80929,12/04/2023,18:00:12,"(40.706245, -73.80929)"
B03432,INFINITY STAR CORP,7188441131,No,1855,FOREST AVENUE,STATEN ISLAND,NY,10303,BLACK CAR BASE,40.6255482,-74.1507409,12/04/2023,18:00:12,"(40.6255482, -74.1507409)"
B02629,CARLUX LIMO INC.,8666580011,No,110,JERICHO TURNPIKE  SUITE 4,FLORAL PARK,NY,11001,LUXURY/LIMOUSINE,40.727625,-73.7072,12/04/2023,18:00:12,"(40.727625, -73.7072)"
B03323,AGORA CAR SERVICE INC,3472814204,No,3432-06,EAST TREMONT AVENUE,BRONX,NY,10465,BLACK CAR BASE,40.8850293,-73.8786263,12/04/2023,18:00:12,"(40.8850293, -73.8786263)"
B02461,NEW HEAVEN RADIO DISPATCH CORP,2129231212,No,1059,ST NICHOLAS AVENUE,NYC,NY,10032,LIVERY BASE,40.836953,-73.94037,12/04/2023,18:00:12,"(40.836953, -73.94037)"
B01743,TWO-WAY BLACK CARS AND RADIO GROUP TRANS INC,2126633333,No,2642,BROADWAY  3 FL,NEW YORK,NY,10025,LIVERY BASE,40.797215,-73.96941,12/04/2023,18:00:12,"(40.797215, -73.96941)"
B03493,WOW TRANSPORT INC,6318960286,No,17,E 23RD STREET,HUNTINGTON ST,NY,11746,BLACK CAR BASE,40.8312211,-73.4093754,12/04/2023,18:00:12,"(40.8312211, -73.4093754)"
B03466,AA START PLUS CORP.,9295901901,No,3418,NORTHERN BLVD  VO3,L.I.C.,NY,11101,BLACK CAR BASE,40.7517583,-73.929177,12/04/2023,18:00:12,"(40.7517583, -73.929177)"
B01424,EAGLE CAR & LIMO LTD.,7187452000,No,1709,79 STREET,BROOKLYN,NY,11214,LIVERY BASE,40.612363,-74.000396,12/04/2023,18:00:12,"(40.612363, -74.000396)"
B01534,METRO CAR SERVICE CORP.,7183881800,No,141,MAUJER ST,BROOKLYN,NY,11206,LIVERY BASE,40.713899,-73.95531,12/04/2023,18:00:12,"(40.713899, -73.95531)"
B03278,GEWESEN TRANSPORTATION CORP.,9739542775,No,175,VARICK STREET,NEW YORK,NY,10014,BLACK CAR BASE,40.7274178,-74.0058285,12/04/2023,18:00:12,"(40.7274178, -74.0058285)"
B01509,"BRUNWISH ENTERPRISES,LTD.",7183826868,No,2982,NOSTRAND AVENUE,BROOKLYN,NY,11229,LIVERY BASE,40.611528,-73.944318,12/04/2023,18:00:12,"(40.611528, -73.944318)"
B80087,"COMMUNITY TRANSPORTATION SYSTEMS, CORP",7185275500,No,157-11,ROCKAWAY BOULEVARD,JAMAICA,NY,11434,COMMUTER VAN AUTHORITY BASE,40.666206,-73.778903,12/04/2023,18:00:12,"(40.666206, -73.778903)"
B03455,JT TRANSPORTATION CO INC,7186695589,No,1225,FRANKLIN AVE  325,GARDEN CITY,NY,11530,BLACK CAR BASE,40.7340743,-73.6354595,12/04/2023,18:00:12,"(40.7340743, -73.6354595)"
B03269,"KID CAR NY,LLC",2128627233,No,603,W 115TH ST  226,NEW YORK,NY,10025,BLACK CAR BASE,40.8076902,-73.964872,12/04/2023,18:00:12,"(40.8076902, -73.964872)"
B03407,ZOOM TRANSIT INC,7185839100,Yes,2078,CROSS BRONX EXPRESSWAY,BRONX,NY,10472,BLACK CAR BASE,40.831011,-73.8542083,12/04/2023,18:00:12,"(40.831011, -73.8542083)"
B03419,M'S BLACK CAR INC,7187875800,No,238,JUNIUS STREET,BROOKLYN,NY,11212,BLACK CAR BASE,40.6689,-73.9030801,12/04/2023,18:00:12,"(40.6689, -73.9030801)"
B03197,LIMO TRIBE INC,5166617921,No,2500,7TH STREET,EAST MEADOW,NY,11554,LUXURY/LIMOUSINE,40.7163042,-73.549529,12/04/2023,18:00:12,"(40.7163042, -73.549529)"
B03180,STATEN ISLAND TRANSPORTATION SERVICES INC.,7184730666,No,4604,7 AVENUE,BROOKLYN,NY,11220,BLACK CAR BASE,40.64469,-74.003935,12/04/2023,18:00:12,"(40.64469, -74.003935)"
B03202,JUPITER SELECT LLC,7184992222,No,294,20TH STREET,BROOKLYN,NY,11215,BLACK CAR BASE,40.6607136,-73.9911654,12/04/2023,18:00:12,"(40.6607136, -73.9911654)"
B03143,LUXORIDE INC,9148430884,No,20,OLD MAMARONECK ROAD  SUITE #1D,WHITE PLAINS,NY,10605,BLACK CAR BASE,41.0222267,-73.7619629,12/04/2023,18:00:12,"(41.0222267, -73.7619629)"
B03241,KAIRON LLC,8002151904,No,223,"SPENCER STREET, SUITE 403",BROOKLYN,NY,11205,BLACK CAR BASE,40.6915003,-73.9544019,12/04/2023,18:00:12,"(40.6915003, -73.9544019)"
B00277,ALL CITY CORP TRANS INC,7182925100,No,41-24,38 STREET,LIC,NY,11101,BLACK CAR BASE,40.638477,-73.983333,12/04/2023,18:00:12,"(40.638477, -73.983333)"
B03268,NEZA EXPRESS INC.,7182737611,No,1841,FOREST AVENUE,STATEN ISLAND,NY,10303,BLACK CAR BASE,40.6254708,-74.1500536,12/04/2023,18:00:12,"(40.6254708, -74.1500536)"
B03468,ALPHA LUXURY TRANSPORTATION INC,6467225742,No,1339,PROSPECT AVENUE  # 4,BRONX,NY,10459,BLACK CAR BASE,40.829747,-73.8977483,12/04/2023,18:00:12,"(40.829747, -73.8977483)"
B02806,WIZ LIMO TRANSIT INC.,7189695555,No,147-13,UNION TURNPIKE,FLUSHING,NY,11367,BLACK CAR BASE,40.718909,-73.813241,12/04/2023,18:00:12,"(40.718909, -73.813241)"
B02148,MAVRIK TRANS INC.,5164884600,No,247-34,JERICHO TURNPIKE,BELLEROSE,NY,11001,BLACK CAR BASE,40.728467,-73.703462,12/04/2023,18:00:12,"(40.728467, -73.703462)"
B03404,"UBER USA, LLC",6467800129,Yes,175,GREENWICH STREET  47 FL,NEW YORK,NY,10007,BLACK CAR BASE,40.7109092,-74.0116047,12/04/2023,18:00:12,"(40.7109092, -74.0116047)"
B02008,"SCARSDALE TRIP SERVICE, INC.",9146942222,No,400,COLUMBUS AVENUE  SUITE 160E,VALHALLA,NY,10595,LUXURY/LIMOUSINE,40.995225,-73.672196,12/04/2023,18:00:12,"(40.995225, -73.672196)"
B02144,"SILVER STAR LIMOUSINES, INC.",5165400040,No,145,WEST JOHN STREET,HICKSVILLE,NY,11801,LUXURY/LIMOUSINE,40.767439,-73.532154,12/04/2023,18:00:12,"(40.767439, -73.532154)"
B03446,MALI LIMO SERVICE INC,9172959550,No,2738,FREDERICK DOUGLASS BOULEVARD,NEW YORK,NY,10039,LIVERY BASE,40.8231518,-73.9412934,12/04/2023,18:00:12,"(40.8231518, -73.9412934)"
B02921,"GRAVITAS PRIMO,LLC",9176057800,No,348,WEST 14 STREET  6TH FLOOR,NEW YORK,NY,10014,BLACK CAR BASE,40.720613,-73.984519,12/04/2023,18:00:12,"(40.720613, -73.984519)"
B03252,CITY WAV CORP.,6467893399,No,547,92ND STREET  GROUND FLOOR,BROOKLYN,NY,11209,BLACK CAR BASE,40.6172578,-74.0276862,12/04/2023,18:00:12,"(40.6172578, -74.0276862)"
B02664,CORPORATE CAR LTD.,7184181100,No,7310,88 STREET,GLENDALE,NY,11385,BLACK CAR BASE,40.70868,-73.863547,12/04/2023,18:00:12,"(40.70868, -73.863547)"
B03381,THE DRIVERS COOPERATIVE INC.,7182696272,No,3100,47TH AVENUE  #303,LONG ISLANDCITY,NY,11101,BLACK CAR BASE,40.8312334,-73.8263054,12/04/2023,18:00:12,"(40.8312334, -73.8263054)"
B02557,185 MALTA CAR SERVICE LLC,7187596777,No,9104,AVENUE L  UNIT B,BROOKLYN,NY,11236,LIVERY BASE,40.63578,-73.8995,12/04/2023,18:00:12,"(40.63578, -73.8995)"
B01233,NEW LACONIA RAD DISP INC,7187982222,No,3934,LACONIA AVENUE,BRONX,NY,10466,LIVERY BASE,40.883201,-73.849761,12/04/2023,18:00:12,"(40.883201, -73.849761)"
B01020,MICHAELS CAR SERVICE INC.,7187713000,No,311,KINGSTON AVENUE,BROOKLYN,NY,11213,LIVERY BASE,40.668591,-73.942117,12/04/2023,18:00:12,"(40.668591, -73.942117)"
B03377,JUMPRYDZ LLC,7328392801,No,317,GEORGE ST  STE 320,NEW BRUNSWICK,NJ,08901,BLACK CAR BASE,40.493052,-74.4429875,12/04/2023,18:00:12,"(40.493052, -74.4429875)"
B03158,SPOTON.PET LLC,8334776866,No,77,SANDS STREET,BROOKLYN,NY,11201,BLACK CAR BASE,40.7003159,-73.987231,12/04/2023,18:00:12,"(40.7003159, -73.987231)"
B03336,GET BETTER TRANSPORTATION LLC.,9144263006,No,368,9TH AVE,NEW YORK,NY,10001,BLACK CAR BASE,40.7512399,-73.9975946,12/04/2023,18:00:12,"(40.7512399, -73.9975946)"
B02588,ND LINE INC.,2124200101,No,84,CLINTON STREET,NEW YORK,NY,10002,BLACK CAR BASE,40.718549,-73.98515,12/04/2023,18:00:12,"(40.718549, -73.98515)"
B02207,"EASTERN LUXURY, INC.",7184993355,No,222,15 STREET,BROOKLYN,NY,11215,BLACK CAR BASE,40.665361,-73.989169,12/04/2023,18:00:12,"(40.665361, -73.989169)"
B00271,UTOG 2-WAY RADIO INC,7183617290,No,25-20,39 AVENUE,LONGISLANDCITY,NY,11101,BLACK CAR BASE,40.754227,-73.93631,12/04/2023,18:00:12,"(40.754227, -73.93631)"
B01536,FIRST CLASS C/L SVC CORP,2123041111,Yes,4980,BROADWAY,NEW YORK,NY,10034,LIVERY BASE,40.868198,-73.91923,12/04/2023,18:00:12,"(40.868198, -73.91923)"
B02229,NEW FAT INC.,7183283333,No,1804,RANDALL AVENUE,BRONX,NY,10473,LIVERY BASE,40.816803,-73.862557,12/04/2023,18:00:12,"(40.816803, -73.862557)"
B03055,EXPLORER EXPRESS INC,7182380224,No,6809,3RD AVE,BROOKLYN,NY,11220,BLACK CAR BASE,40.6361246,-74.0257149,12/04/2023,18:00:12,"(40.6361246, -74.0257149)"
B03538,XLR8 TRANSPORTATION INC,6469195075,No,13-11,44 AVENUE,LONGISLAND CITY,NY,11101,BLACK CAR BASE,40.7497618,-73.9469803,12/04/2023,18:00:12,"(40.7497618, -73.9469803)"
B03228,LIQUID FOX TRANSPORTATION CORP.,9179629640,No,605,EAST  132 STREET,BRONX,NY,10454,BLACK CAR BASE,40.802559,-73.9188209,12/04/2023,18:00:12,"(40.802559, -73.9188209)"
B02769,MAVROS TRANSPORTATION INC,6462668282,No,2143,CORTELYOU ROAD,BROOKLYN,NY,11226,BLACK CAR BASE,40.639749,-73.929511,12/04/2023,18:00:12,"(40.639749, -73.929511)"
B01653,ART'S PLACE INC.,7189342222,No,2077,EAST   16 STREET,BROOKLYN,NY,11229,LIVERY BASE,40.599389,-73.95554,12/04/2023,18:00:12,"(40.599389, -73.95554)"
B02998,GENESIS LUXURY TRANSPORTATION CORP.,7188725260,No,955,SOUNDVIEW AVENUE  2ND FL,BRONX,NY,10473,BLACK CAR BASE,40.8239929,-73.8691698,12/04/2023,18:00:12,"(40.8239929, -73.8691698)"
B02670,STRIDE TRANSPORTATION INC.,8452015407,No,1040,HEMPSTEAD TURNPIKE  LL2,FRANKLIN SQUARE,NY,11010,LUXURY/LIMOUSINE,40.765428,-73.886184,12/04/2023,18:00:12,"(40.765428, -73.886184)"
B03406,"TRI-CITY,LLC",4154758459,No,441,9TH AVENUE  2ND FLOOR,NEW YORK,NY,10001,BLACK CAR BASE,40.7409071,-73.9419069,12/04/2023,18:00:12,"(40.7409071, -73.9419069)"
B01065,EL BARRIO'S CAR SERVICE LLC,2127225555,Yes,220,EAST 116 ST,NEW YORK,NY,10029,LIVERY BASE,40.797415,-73.93931,12/04/2023,18:00:12,"(40.797415, -73.93931)"
B03478,NY CLASSIC CAR & LIMO INC,2122070059,No,147 48,ROOSEVELT AVENUE  SUITE L7,FLUSHING,NY,11354,BLACK CAR BASE,40.7627004,-73.8167517,12/04/2023,18:00:12,"(40.7627004, -73.8167517)"
B00056,TRANSIT PRIVATE CAR SERVICE INC.,7186494100,No,1407,ROCKAWAY PARKWAY,BROOKLYN,NY,11236,LIVERY BASE,40.645455,-73.902663,12/04/2023,18:00:12,"(40.645455, -73.902663)"
B03021,ALBAJOSH TRANSPORT CORP,7189270001,No,3440,ATLANTIC AVENUE,BROOKLYN,NY,11208,BLACK CAR BASE,40.682076,-73.8694532,12/04/2023,18:00:12,"(40.682076, -73.8694532)"
B03187,A & J CAR SERVICE CORP,6469389605,No,2825,THIRD AVENUE  SUITE 301#C5,BRONX,NY,10455,BLACK CAR BASE,40.8158019,-73.9184149,12/04/2023,18:00:12,"(40.8158019, -73.9184149)"
B02947,"ONIX TRANSPORTATION, INC",7189181888,No,73,MARKET STREET  3RD FLOOR,YONKERS,NY,10710,BLACK CAR BASE,40.851497,-73.827653,12/04/2023,18:00:12,"(40.851497, -73.827653)"
B03371,ALPACA TRANSPORTATION CORP,3477401856,No,2823,THIRD AVENUE  SUIT 101,BRONX,NY,10455,BLACK CAR BASE,40.8158779,-73.9183437,12/04/2023,18:00:12,"(40.8158779, -73.9183437)"
B03074,BLACKBIRD WORLDWIDE CORP,8666671559,No,1401,VALLEY RD  SUITE 311,WAYNE,NJ,07470,LUXURY/LIMOUSINE,40.9590831,-74.226683,12/04/2023,18:00:12,"(40.9590831, -74.226683)"
B03483,ROSEWOOD SERVICE CORP.,9176723159,No,115,NORTH BROADWAY  SUITE 205,HICKSVILLE,NY,11801,LUXURY/LIMOUSINE,40.7719023,-73.5267805,12/04/2023,18:00:12,"(40.7719023, -73.5267805)"
B03361,D MANNY SAFE RIDE CORP.,7187957699,No,1338,SOUTHERN BOULEVARD,BRONX,NY,10459,BLACK CAR BASE,40.8318519,-73.8907692,12/04/2023,18:00:12,"(40.8318519, -73.8907692)"
B03111,"SELECT TRANS,INC",7185147778,No,34-18,NORTHERN BLVD  UNIT 3-44,LONGISLAND CITY,NY,11101,BLACK CAR BASE,40.8083434,-73.9293536,12/04/2023,18:00:12,"(40.8083434, -73.9293536)"
B90570,BANNER INTERNATIONAL CORP.,7185253497,No,226-12,144 AVENUE,LAURELTON,NY,11413,PARATRANSIT BASE,40.663994,-73.751771,12/04/2023,18:00:12,"(40.663994, -73.751771)"
B90612,ESTHER TRANSPORTATION INC.,7189871555,No,71,BAY 14 STREET,BROOKLYN,NY,11214,PARATRANSIT BASE,40.607591,-74.007126,12/04/2023,18:00:12,"(40.607591, -74.007126)"
B03123,CLAY TRANSPORTATION INC.,7189425544,No,788,E.TREMONT AVE,BRONX,NY,10460,BLACK CAR BASE,40.8437236,-73.8882747,12/04/2023,18:00:12,"(40.8437236, -73.8882747)"
B03484,MIXTECA USA INC,9292711915,No,469,53 STREET,BROOKLYN,NY,11220,BLACK CAR BASE,40.6438861,-74.0123697,12/04/2023,18:00:12,"(40.6438861, -74.0123697)"
B02517,LOS PAISANOS LUXURY C/S INC.,7184452222,No,8,ST PAULS AVENUE,STATEN ISLAND,NY,10301,BLACK CAR BASE,40.637596,-74.078195,12/04/2023,18:00:12,"(40.637596, -74.078195)"
B02920,AMAZING CAR AND LIMO SERVICE INC,7189425959,No,1903,WEST FARMS RD,BRONX,NY,10460,LIVERY BASE,40.6056459,-74.0086477,12/04/2023,18:00:12,"(40.6056459, -74.0086477)"
B01663,CIBAO RADIO DISPATCH,7184782300,Yes,112-44,ROOSEVELT AVENUE,CORONA,NY,11368,LIVERY BASE,40.752202,-73.85365,12/04/2023,18:00:12,"(40.752202, -73.85365)"
B01593,"NOVAK GLOBAL, INC.",7185917000,Yes,77-35,164 STREET,FLUSHING,NY,11366,LIVERY BASE,40.723592,-73.804641,12/04/2023,18:00:12,"(40.723592, -73.804641)"
B02173,ADMIRE LLP LLC,9086885777,No,2421,IORIO COURT  STE B,UNION,NJ,07083,LUXURY/LIMOUSINE,40.694913,-74.2986,12/04/2023,18:00:12,"(40.694913, -74.2986)"
B03375,MDM TRANSPORTATION CORP II,7183047336,No,548,THROGS NECK EXPRESSWAY,BRONX,NY,10465,BLACK CAR BASE,40.8257534,-73.8157679,12/04/2023,18:00:12,"(40.8257534, -73.8157679)"
B03046,"BEL-LINDA, INC",7184472222,No,184,ROBIN ROAD,STATEN ISLAND,NY,10305,LIVERY BASE,40.5925039,-74.0675386,12/04/2023,18:00:12,"(40.5925039, -74.0675386)"
B03379,SEGURA EXECUTIVE TRANSPORTATION CORP.,7187499555,No,82-37A,164 TH STREET,JAMAICA,NY,11432,BLACK CAR BASE,40.7648,-73.9808,12/04/2023,18:00:12,"(40.7648, -73.9808)"
B02518,MATTHEW'S LIMO INC,7184241250,No,1225,FRANKLIN AVE  STE 325,GARDEN CITY,NY,11530,BLACK CAR BASE,40.733779,-73.635348,12/04/2023,18:00:12,"(40.733779, -73.635348)"
B03138,WST LIMOUSINE LLC,6469925578,No,78,CHICHESTER RD,HUNTINGTON,NY,11743,BLACK CAR BASE,40.8190475,-73.4197493,12/04/2023,18:00:12,"(40.8190475, -73.4197493)"
B03429,EURO LINE LIMO SERVICES INC,2123019010,No,130,GREENFIELD STREET,FAIRFIELD,CT,06824,LUXURY/LIMOUSINE,41.1781475,-73.2271181,12/04/2023,18:00:12,"(41.1781475, -73.2271181)"
B90681,SENIOR RIDE TRANSPORTATION LLC,9294120035,No,700,HAVEMEYER AVENUE,BRONX,NY,10473,PARATRANSIT BASE,40.821906,-73.845107,12/04/2023,18:00:12,"(40.821906, -73.845107)"
B03436,AKI MOBILITY INC,9292096765,No,11-48,46 ROAD,QUEENS,NY,11101,BLACK CAR BASE,40.7452039,-73.9489361,12/04/2023,18:00:12,"(40.7452039, -73.9489361)"
B00111,SKYLINE CREDIT RIDE INC,7184828585,No,37-02,48TH AVENUE,L.I.C,NY,11101,BLACK CAR BASE,40.735627,-73.93612,12/04/2023,18:00:12,"(40.735627, -73.93612)"
B90140,VEGA TRANSPORTATION CO INC,6464362100,No,83-03,24 AVENUE  2ND FLOOR,EAST ELMHURSTS,NY,11370,PARATRANSIT BASE,40.765173,-73.885915,12/04/2023,18:00:12,"(40.765173, -73.885915)"
B03417,MZ RIDE LLC,8444449957,No,311,N CENTRAL AVE  SUIT # 1,VALLEY STREAM,NY,11580,LUXURY/LIMOUSINE,40.6765024,-73.7090811,12/04/2023,18:00:12,"(40.6765024, -73.7090811)"
B00009,T-D MAINTENANCE,7184561111,No,127-01,METROPOLITAN AVENUE,KEW GARDENS,NY,11415,LIVERY BASE,40.70681,-73.877681,12/04/2023,18:00:12,"(40.70681, -73.877681)"
B00449,A KINGS HWY C/S INC.,7186454444,No,1656,EAST   15 STREET,BROOKLYN,NY,11229,LIVERY BASE,40.608951,-73.958486,12/04/2023,18:00:12,"(40.608951, -73.958486)"
B03166,TURING ENTERPRISES INC.,7182109995,No,2329,NOSTRAND AVENUE  SUITE 100,BROOKLYN,NY,11210,BLACK CAR BASE,40.6278888,-73.9467503,12/04/2023,18:00:12,"(40.6278888, -73.9467503)"
B03283,NORWOOD CAR & LIMO INC.,7184847252,No,590A,NEW YORK AVENUE,BROOKLYN,NY,11203,BLACK CAR BASE,40.6600306,-73.9478113,12/04/2023,18:00:12,"(40.6600306, -73.9478113)"
B01871,"ALPINE LIMOUSINE SERVICE, INC.",2013739599,No,1155,HILLSBORO MILE  SUITE 108,HILLSBORO BEACH,FL,33062,LUXURY/LIMOUSINE,40.901645,-74.070797,12/04/2023,18:00:12,"(40.901645, -74.070797)"
B03139,MJ LUXURY INC.,7182782222,No,73,MARKET STREET  SUIT 374,YONKERS,NY,10710,BLACK CAR BASE,40.9629015,-73.8565801,12/04/2023,18:00:12,"(40.9629015, -73.8565801)"
B03523,"AVENTUS RIDE, INC",7182184422,No,2825,THIRD AVENUE  SUITE C5,BRONX,NY,10455,BLACK CAR BASE,40.8158019,-73.9184149,12/04/2023,18:00:12,"(40.8158019, -73.9184149)"
B00084,AUTOMOTIVE SVC SYSTEM INC,2129666400,No,50-21,49 STREET,WOODSIDE,NY,11377,LUXURY/LIMOUSINE,40.736268,-73.916901,12/04/2023,18:00:12,"(40.736268, -73.916901)"
B03312,ACK TRANSPORTATION CORP.,3472819225,No,1435,BEACH AVENUE,BRONX,NY,10460,BLACK CAR BASE,40.8363254,-73.8671708,12/04/2023,18:00:12,"(40.8363254, -73.8671708)"
B90034,"NEW YORK CITY AMBULETTE, LLC",7188052500,No,601,BRIGHTON BEACH AVENUE  UNIT #2,BROOKLYN,NY,11235,PARATRANSIT BASE,40.577898,-73.961479,12/04/2023,18:00:12,"(40.577898, -73.961479)"
B00837,"CAREY LIMOUSINE NY, INC",7187770890,No,24-59,47 STREET,ASTORIA,NY,11103,LUXURY/LIMOUSINE,40.740878,-73.942043,12/04/2023,18:00:12,"(40.740878, -73.942043)"
B02962,"HEALTH BLACK CAR SERVICES, CORP",7186761132,No,454B,RIVERDALE AVENUE  GROUND FLOOR,YONKERS,NY,10705,BLACK CAR BASE,40.829281,-73.876669,12/04/2023,18:00:12,"(40.829281, -73.876669)"
B03313,Z&T BLACK CAR INC,3477354324,No,182,AVENUE S,BROOKLYN,NY,11223,BLACK CAR BASE,40.6008573,-73.978841,12/04/2023,18:00:12,"(40.6008573, -73.978841)"
B90696,CENTURY AMBULANCE SERVICE INC,7182359000,No,87-30,123 STREET,RICHMOND HILL,NY,11418,PARATRANSIT BASE,40.699742,-73.827209,12/04/2023,18:00:12,"(40.699742, -73.827209)"
B03359,VJVM CAR SERVICE INC,9176008484,No,116,LAKE AVE,YONKERS,NY,10703,BLACK CAR BASE,40.7101523,-73.7928657,12/04/2023,18:00:12,"(40.7101523, -73.7928657)"
B02107,APOLLO RADIO DISPATCH INC.,7185181111,Yes,1074,PROSPECT AVENUE,BRONX,NY,10459,LIVERY BASE,40.830356,-73.89832,12/04/2023,18:00:12,"(40.830356, -73.89832)"
B02987,7 WAYS TRANSPORTATION CORP.,7182555644,No,2387,WESTCHESTER AVENUE,BRONX,NY,10461,BLACK CAR BASE,40.8371702,-73.8467134,12/04/2023,18:00:12,"(40.8371702, -73.8467134)"
B02379,THE OPTION TRANSPORTATION CORP.,7185371212,No,67,WEST STREET,BROOKLYN,NY,11222,LIVERY BASE,40.838215,-73.92609,12/04/2023,18:00:12,"(40.838215, -73.92609)"
B00827,"CASTLE CAR SERVICE, INC",7184999333,No,440,4 AVENUE,BROOKLYN,NY,11215,LIVERY BASE,40.670603,-73.988814,12/04/2023,18:00:12,"(40.670603, -73.988814)"
B03475,VOYAGER'S TRANSPORTATION INC,7184873000,No,120-19,JAMAICA AVENUE  SUIT 21,RICHMOND HILL,NY,11418,BLACK CAR BASE,40.7005586,-73.8293406,12/04/2023,18:00:12,"(40.7005586, -73.8293406)"
B03329,KIDAULT KAR LLC.,3473806266,No,42,WEST STREET  2ND FL/11C,BROOKLYN,NY,11222,BLACK CAR BASE,40.7280427,-73.9588364,12/04/2023,18:00:12,"(40.7280427, -73.9588364)"
B02390,TEL AVIV CAR & LIMOUSINE SERVICE INC.,8002229888,No,43-23,35 STREET,LIC,NY,11101,LIVERY BASE,40.745471,-73.929332,12/04/2023,18:00:12,"(40.745471, -73.929332)"
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",2127411562,No,241,37 STREET  STE#1-4-B443,BROOKLYN,NY,11232,BLACK CAR BASE,40.678782,-73.98998,12/04/2023,18:00:12,"(40.678782, -73.98998)"
B00706,"VIC & BAY CAR SERVICE, INC",7184472500,No,337,VAN DUZER STREET,STATEN ISLAND,NY,10304,LIVERY BASE,40.637194,-74.076872,12/04/2023,18:00:12,"(40.637194, -74.076872)"
B03471,ABX PREMIUM CORP,7183288080,No,1963,SOUTHERN BOULEVARD  SUIT A,BRONX,NY,10460,BLACK CAR BASE,40.8431769,-73.885772,12/04/2023,18:00:12,"(40.8431769, -73.885772)"
B02180,PEGASUS TRANSPORT SERVICE INC.,2018671677,No,800,CENTRAL BLVD  SUITE D,CARLSTADT,NJ,07072,LUXURY/LIMOUSINE,40.823619,-74.056919,12/04/2023,18:00:12,"(40.823619, -74.056919)"
B03262,ROYALTY FAMILY CORP,9178310354,No,2268,AMSTERDAM AVENUE,NEW YORK,NY,10032,BLACK CAR BASE,40.8428663,-73.934955,12/04/2023,18:00:12,"(40.8428663, -73.934955)"
B03398,HR LUXURY CORP.,3472716664,No,2488,GRAND CONCOURSE  SUITE 314,BRONX,NY,10458,BLACK CAR BASE,40.8620886,-73.8969582,12/04/2023,18:00:12,"(40.8620886, -73.8969582)"
B02860,EVERY WHERE LIMO SERVICE INC.,7186586008,No,110-00,ROCKAWAY BOULEVARD,JAMAICA,NY,11420,BLACK CAR BASE,40.67239,-73.82997,12/04/2023,18:00:12,"(40.67239, -73.82997)"
B90139,"APPLE HOME CARE,LTD.",7183721717,No,100-02,FARRAGUT ROAD,BROOKLYN,NY,11236,PARATRANSIT BASE,40.651866,-73.895856,12/04/2023,18:00:12,"(40.651866, -73.895856)"
B80169,ROYAL ROSE TRANSPORTATION LLC,3473855149,No,839,TROY AVENUE,BROOKLYN,NY,11203,COMMUTER VAN AUTHORITY BASE,40.652592,-73.935959,12/04/2023,18:00:12,"(40.652592, -73.935959)"
B01066,DOMINICANA RAD DISP INC,7185071700,No,101-09,NORTHERN BOULEVARD,CORONA,NY,11368,LIVERY BASE,40.757541,-73.867041,12/04/2023,18:00:12,"(40.757541, -73.867041)"
B01009,UNITED LIMO C/M SVC CORP,7183876175,No,208,ROSS STREET,BROOKLYN,NY,11211,LIVERY BASE,40.706479,-73.958924,12/04/2023,18:00:12,"(40.706479, -73.958924)"
